word;semantic field;iconicity pattern;expression pattern / phonetics(?);non iconic;languages
bicycle;transport;assoc_action;object;;Russian Sign Language
bicycle;transport;-;-;nonicon;French Sign Language
bicycle;transport;assoc_action;object;;American Sign Language
bicycle;transport;assoc_action;object;;British Sign Language
bicycle;transport;assoc_action;object;;Spanish Sign Language
bicycle;transport;assoc_action;object;;Italian Sign Language
bicycle;transport;assoc_action;object;;German Sign Language
bicycle;transport;parts/wholes+assoc_acion;object;;Polish Sign Language
bicycle;transport;parts/wholes+assoc_acion;object;;Polish Sign Language
bicycle;transport;assoc_action;object;;Brazilian Sign Language
bicycle;transport;assoc_action;object;;Turkish Sign Language
bicycle;transport;assoc_action;object;;Portuguese Sign Language
bicycle;transport;assoc_action;object;;Czech Sign Language
bicycle;transport;assoc_action;object;;Lithuanian Sign Language
bicycle;transport;assoc_action;handling;;Swedish Sign Language
bicycle;transport;assoc_action;object;;Latvian Sign Language
bicycle;transport;assoc_action;object;;Estonian Sign Language
bicycle;transport;assoc_action;object;;Icelandic Sign Language
truck;transport;form_similarity&form_similarity&assoc_action;contour&tracing&contour;;Russian Sign Language
truck;transport;assoc_action&form_similarity;handling&tracing;;French Sign Language
truck;transport;-;-;nonicon;American Sign Language
truck;transport;assoc_action;handling;;British Sign Language
truck;transport;assoc_action;contour;;Spanish Sign Language
truck;transport;assoc_action&form_similarity;handling&tracing;;Italian Sign Language
truck;transport;assoc_action&form_similarity;handling&tracing;;German Sign Language
truck;transport;form_similarity;tracing;;Polish Sign Language
truck;transport;assoc_action;handling;;Polish Sign Language
truck;transport;-;-;nonicon;Turkish Sign Language
truck;transport;-;-;nonicon;Turkish Sign Language
truck;transport;assoc_action&-;handling&-;&deixis;Portuguese Sign Language
truck;transport;assoc_action;handling;;Czech Sign Language
truck;transport;-&form_similarity;-&tracing;;Lithuanian Sign Language
truck;transport;form_similarity;tracing;;Swedish Sign Language
truck;transport;assoc_action&form_similarity;handling&contour;;Greek Sign Language
truck;transport;assoc_action&form_similarity;handling&tracing;;Romanian Sign Language
truck;transport;assoc_action&form_similarity;handling&tracing;;Latvian Sign Language
truck;transport;form_similarity;object;;Estonian Sign Language
boat;transport;assoc_action;object;;Russian Sign Language
boat;transport;assoc_action;object;;French Sign Language
boat;transport;assoc_action;object;;American Sign Language
boat;transport;assoc_action;object;;British Sign Language
boat;transport;assoc_action;object;;Spanish Sign Language
boat;transport;assoc_action;object;;Italian Sign Language
boat;transport;assoc_action;object;;German Sign Language
boat;transport;assoc_action;object;;Brazilian Sign Language
boat;transport;?;?;?;Turkish Sign Language
boat;transport;assoc_action;object;;Portuguese Sign Language
boat;transport;assoc_action;object;;Czech Sign Language
boat;transport;assoc_action&assoc_action;object&handling;;Lithuanian Sign Language
boat;transport;assoc_action;object;;Swedish Sign Language
boat;transport;assoc_action&assoc_action;object&object;;Romanian Sign Language
boat;transport;assoc_action;object;;Romanian Sign Language
boat;transport;assoc_action;object;;Latvian Sign Language
boat;transport;assoc_action;object;;Estonian Sign Language
boat;transport;form_similarity;object;;Icelandic Sign Language
tie;clothes;form_similarity;tracing;;Russian Sign Language
tie;clothes;form_similarity;tracing;;French Sign Language
tie;clothes;assoc_action;handling;;American Sign Language
tie;clothes;form_similarity;tracing;;British Sign Language
tie;clothes;form_similarity;tracing;;Spanish Sign Language
tie;clothes;form_similarity;object;;Italian Sign Language
tie;clothes;assoc_action;handling;;German Sign Language
tie;clothes;form_similarity;tracing;;Polish Sign Language
tie;clothes;form_similarity;tracing;;Brazilian Sign Language
tie;clothes;form_similarity;tracing;;Turkish Sign Language
tie;clothes;assoc_action;handling;;Portuguese Sign Language
tie;clothes;form_similarity;contour;;Czech Sign Language
tie;clothes;assoc_action;handling;;Lithuanian Sign Language
tie;clothes;assoc_action;handling;;Romanian Sign Language
tie;clothes;form_similarity;tracing;;Latvian Sign Language
tie;clothes;assoc_action;handling;;Estonian Sign Language
tie;clothes;form_similarity;tracing;;Icelandic Sign Language
hat;clothes;assoc_action;?;;Russian Sign Language
hat;clothes;-;-;deixis;French Sign Language
hat;clothes;-;-;deixis;American Sign Language
hat;clothes;assoc_action;handling;;British Sign Language
hat;clothes;assoc_action;handling;;Spanish Sign Language
hat;clothes;assoc_action;handling;;Italian Sign Language
hat;clothes;assoc_action;handling;;German Sign Language
hat;clothes;-&form_similarity;-&tracing;deixis&;Polish Sign Language
hat;clothes;assoc_action;handling;;Brazilian Sign Language
hat;clothes;assoc_action;handling;;Turkish Sign Language
hat;clothes;assoc_action;handling;;Portuguese Sign Language
hat;clothes;assoc_action;handling;;Czech Sign Language
hat;clothes;-;-;deixis;Lithuanian Sign Language
hat;clothes;-;-;deixis;Swedish Sign Language
hat;clothes;-;-;deixis;Latvian Sign Language
hat;clothes;-;-;deixis;Estonian Sign Language
hat;clothes;-&assoc_action;-&handling;deixis&;Icelandic Sign Language
socks;clothes;form_similarity;?;;Russian Sign Language
socks;clothes;assoc_action;handling;;French Sign Language
socks;clothes;-;-;nonicon;American Sign Language
socks;clothes;assoc_action;handling;;British Sign Language
socks;clothes;form_similarity;?;;Spanish Sign Language
socks;clothes;assoc_action;handling;;Italian Sign Language
socks;clothes;assoc_action;handling;;German Sign Language
socks;clothes;form_similarity;?;;Polish Sign Language
socks;clothes;assoc_action;handling;;Turkish Sign Language
socks;clothes;-;-;nonicon;Portuguese Sign Language
socks;clothes;form_similarity;?;;Czech Sign Language
socks;clothes;form_similarity;?;;Lithuanian Sign Language
socks;clothes;assoc_action;handling;;Swedish Sign Language
socks;clothes;form_similarity;?;;Romanian Sign Language
socks;clothes;form_similarity;?;;Latvian Sign Language
socks;clothes;form_similarity;?;;Estonian Sign Language
socks;clothes;form_similarity;?;;Icelandic Sign Language
elephant;animals;parts/wholes;tracing;;Russian Sign Language
elephant;animals;parts/wholes;object;;French Sign Language
elephant;animals;parts/wholes;object+tracing;;American Sign Language
elephant;animals;parts/wholes;tracing;;British Sign Language
elephant;animals;parts/wholes;object+tracing;;Spanish Sign Language
elephant;animals;parts/wholes;tracing;;Italian Sign Language
elephant;animals;parts/wholes;tracing;;German Sign Language
elephant;animals;parts/wholes;tracing;;Polish Sign Language
elephant;animals;parts/wholes;object;;Brazilian Sign Language
elephant;animals;parts/wholes;tracing;;Turkish Sign Language
elephant;animals;parts/wholes;tracing;;Turkish Sign Language
elephant;animals;parts/wholes;tracing;;Portuguese Sign Language
elephant;animals;parts/wholes;tracing;;Czech Sign Language
elephant;animals;parts/wholes;tracing;;Lithuanian Sign Language
elephant;animals;parts/wholes;tracing;;Swedish Sign Language
elephant;animals;parts/wholes;tracing;;Romanian Sign Language
elephant;animals;parts/wholes;tracing;;Latvian Sign Language
elephant;animals;parts/wholes;tracing;;Estonian Sign Language
elephant;animals;parts/wholes;tracing;;Icelandic Sign Language
cat;animals;parts/wholes;object;;Russian Sign Language
cat;animals;parts/wholes;object;;French Sign Language
cat;animals;parts/wholes;tracing;;American Sign Language
cat;animals;parts/wholes;tracing;;British Sign Language
cat;animals;assoc_action;object;;Spanish Sign Language
cat;animals;assoc_action;object+tracing;;Italian Sign Language
cat;animals;parts/wholes;tracing;;Italian Sign Language
cat;animals;parts/wholes;tracing;;Italian Sign Language
cat;animals;parts/wholes;tracing;;German Sign Language
cat;animals;parts/wholes;tracing;;Polish Sign Language
cat;animals;parts/wholes;tracing;;Polish Sign Language
cat;animals;parts/wholes;tracing;;Brazilian Sign Language
cat;animals;assoc_action;object;;Turkish Sign Language
cat;animals;assoc_action;object;;Portuguese Sign Language
cat;animals;parts/wholes;tracing;;Czech Sign Language
cat;animals;parts/wholes;tracing;;Lithuanian Sign Language
cat;animals;parts/wholes;tracing;;Swedish Sign Language
cat;animals;parts/wholes;tracing;;Romanian Sign Language
cat;animals;assoc_action;object;;Romanian Sign Language
cat;animals;parts/wholes;tracing;;Latvian Sign Language
cat;animals;assoc_action;object;;Latvian Sign Language
cat;animals;assoc_action;object;;Estonian Sign Language
cat;animals;parts/wholes;tracing;;Icelandic Sign Language
giraffe;animals;parts/wholes;tracing;;Russian Sign Language
giraffe;animals;parts/wholes;tracing;;French Sign Language
giraffe;animals;-;-;dactyl;American Sign Language
giraffe;animals;parts/wholes;tracing;;British Sign Language
giraffe;animals;form_similarity;object;;Spanish Sign Language
giraffe;animals;parts/wholes;tracing;;Italian Sign Language
giraffe;animals;parts/wholes;tracing;;German Sign Language
giraffe;animals;parts/wholes;tracing;;Polish Sign Language
giraffe;animals;parts/wholes;tracing;;Brazilian Sign Language
giraffe;animals;form_similarity;object;;Turkish Sign Language
giraffe;animals;parts/wholes&form_similarity;tracing&object;;Turkish Sign Language
giraffe;animals;parts/wholes;tracing;;Portuguese Sign Language
giraffe;animals;parts/wholes;tracing;;Czech Sign Language
giraffe;animals;parts/wholes;tracing;;Lithuanian Sign Language
giraffe;animals;parts/wholes;tracing;;Swedish Sign Language
giraffe;animals;-;-;dactyl;Romanian Sign Language
giraffe;animals;parts/wholes;tracing;;Latvian Sign Language
giraffe;animals;parts/wholes;tracing;;Estonian Sign Language
giraffe;animals;parts/wholes;tracing;;Icelandic Sign Language
pear;food;form_similarity;tracing;;Russian Sign Language
pear;food;form_similarity;tracing;;French Sign Language
pear;food;form_similarity;tracing;;French Sign Language
pear;food;form_similarity&-;tracing&-;&dactyl;American Sign Language
pear;food;-;-;;British Sign Language
pear;food;form_similarity;object+handling;;Spanish Sign Language
pear;food;form_similarity;tracing+contour;;Italian Sign Language
pear;food;form_similarity;tracing;;German Sign Language
pear;food;-;-;nonicon;Polish Sign Language
pear;food;-;-;dactyl;Brazilian Sign Language
pear;food;form_similarity;tracing;;Turkish Sign Language
pear;food;?;?;?;Portuguese Sign Language
pear;food;form_similarity;tracing;;Czech Sign Language
pear;food;-;-;nonicon;Lithuanian Sign Language
pear;food;form_similarity;tracing;;Swedish Sign Language
pear;food;form_similarity;tracing;;Romanian Sign Language
pear;food;form_similarity;tracing;;Latvian Sign Language
pear;food;form_similarity;tracing;;Estonian Sign Language
pear;food;form_similarity;object;;Icelandic Sign Language
cucumber;food;assoc_action;handling;;Russian Sign Language
cucumber;food;form_similarity&assoc_action;tracing&handling+object;;French Sign Language
cucumber;food;?;?;?;American Sign Language
cucumber;food;assoc_action;object;;British Sign Language
cucumber;food;parts/wholes;contour;;Spanish Sign Language
cucumber;food;form_similarity&-;tracing&-;&nonicon;Italian Sign Language
cucumber;food;form_similarity;tracing;;German Sign Language
cucumber;food;form_similarity;tracing;;Polish Sign Language
cucumber;food;assoc_action;handling;;Brazilian Sign Language
cucumber;food;-;-;nonicon;Turkish Sign Language
cucumber;food;-&form_similarity;-&tracing;nonicon&;Portuguese Sign Language
cucumber;food;form_similarity;tracing;;Czech Sign Language
cucumber;food;assoc_action;handling;;Lithuanian Sign Language
cucumber;food;form_similarity;tracing;;Swedish Sign Language
cucumber;food;-;-;dactyl;Romanian Sign Language
cucumber;food;assoc_action;handling;;Latvian Sign Language
cucumber;food;-&form_similarity;-&tracing;nonicon&;Estonian Sign Language
cucumber;food;form_similarity;tracing;;Icelandic Sign Language
sausage;food;form_similarity;tracing;;Russian Sign Language
sausage;food;form_similarity;tracing;;American Sign Language
sausage;food;form_similarity;tracing;;British Sign Language
sausage;food;form_similarity;tracing;;Spanish Sign Language
sausage;food;form_similarity;tracing;;Italian Sign Language
sausage;food;form_similarity;tracing;;German Sign Language
sausage;food;form_similarity;tracing;;Polish Sign Language
sausage;food;form_similarity;tracing;;Brazilian Sign Language
sausage;food;form_similarity;tracing;;Turkish Sign Language
sausage;food;-&form_similarity;-&tracing;nonicon&;Turkish Sign Language
sausage;food;form_similarity;tracing;;Portuguese Sign Language
sausage;food;form_similarity;tracing;;Czech Sign Language
sausage;food;form_similarity;tracing;;Lithuanian Sign Language
sausage;food;-;-;nonicon;Swedish Sign Language
sausage;food;form_similarity;tracing;;Romanian Sign Language
sausage;food;form_similarity;tracing;;Latvian Sign Language
sausage;food;form_similarity;tracing;;Estonian Sign Language
sausage;food;form_similarity;tracing;;Icelandic Sign Language
sun;nature;assoc_action;tracing;;Russian Sign Language
sun;nature;assoc_action;contour;;French Sign Language
sun;nature;assoc_action;contour;;American Sign Language
sun;nature;assoc_action;tracing;;British Sign Language
sun;nature;-;-;dactyl;Spanish Sign Language
sun;nature;assoc_action;?;;Italian Sign Language
sun;nature;parts/wholes;tracing;;German Sign Language
sun;nature;assoc_action;contour;;Polish Sign Language
sun;nature;form_similarity;object;;Polish Sign Language
sun;nature;-;-;dactyl;Brazilian Sign Language
sun;nature;form_similarity;tracing;;Turkish Sign Language
sun;nature;parts/wholes;tracing;;Portuguese Sign Language
sun;nature;form_similarity;tracing;;Czech Sign Language
sun;nature;assoc_action;tracing;;Lithuanian Sign Language
sun;nature;assoc_action;tracing;;Swedish Sign Language
sun;nature;assoc_action;contour;;Romanian Sign Language
sun;nature;form_similarity;tracing;;Latvian Sign Language
sun;nature;-&parts/wholes;-&tracing;deixis&;Estonian Sign Language
sun;nature;form_similarity;tracing;;Icelandic Sign Language
sky;nature;-;-;deixis;Russian Sign Language
sky;nature;-;-;deixis;British Sign Language
sky;nature;-;-;deixis;French Sign Language
sky;nature;-;-;deixis;American Sign Language
sky;nature;-;-;deixis;Spanish Sign Language
sky;nature;-;-;deixis;Italian Sign Language
sky;nature;-;-;deixis;German Sign Language
sky;nature;-;-;deixis;Polish Sign Language
sky;nature;-;-;deixis;Brazilian Sign Language
sky;nature;-;-;deixis;Turkish Sign Language
sky;nature;?&-;?&-;&deixis;Portuguese Sign Language
sky;nature;?;?;?;Czech Sign Language
sky;nature;-;-;deixis;Lithuanian Sign Language
sky;nature;-;-;deixis;Swedish Sign Language
sky;nature;?&-;?&-;&deixis;Romanian Sign Language
sky;nature;-;-;deixis;Latvian Sign Language
sky;nature;-;-;deixis;Estonian Sign Language
sky;nature;-;-;deixis;Icelandic Sign Language
tree;nature;form_similarity;object;;Russian Sign Language
tree;nature;form_similarity;object;;French Sign Language
tree;nature;form_similarity;object;;American Sign Language
tree;nature;form_similarity;object;;British Sign Language
tree;nature;form_similarity;object;;Spanish Sign Language
tree;nature;form_similarity;tracing;;Italian Sign Language
tree;nature;form_similarity;object;;German Sign Language
tree;nature;form_similarity;object;;Polish Sign Language
tree;nature;form_similarity;object;;Brazilian Sign Language
tree;nature;form_similarity;object;;Turkish Sign Language
tree;nature;form_similarity;object;;Turkish Sign Language
tree;nature;form_similarity;object;;Portuguese Sign Language
tree;nature;form_similarity;object;;Czech Sign Language
tree;nature;form_similarity;object;;Estonian Sign Language
tree;nature;form_similarity;object;;Lithuanian Sign Language
tree;nature;form_similarity;object;;Latvian Sign Language
tree;nature;form_similarity;object;;Greek Sign Language
tree;nature;form_similarity;tracing;;Swedish Sign Language
tree;nature;form_similarity;object;;Icelandic Sign Language
hammer;instruments;assoc_action;handling;;Russian Sign Language
hammer;instruments;assoc_action;object;;French Sign Language
hammer;instruments;assoc_action;handling;;American Sign Language
hammer;instruments;assoc_action;handling;;British Sign Language
hammer;instruments;assoc_action;handling;;Spanish Sign Language
hammer;instruments;assoc_action;object;;Italian Sign Language
hammer;instruments;assoc_action;handling;;German Sign Language
hammer;instruments;assoc_action;handling;;Polish Sign Language
hammer;instruments;assoc_action;handling;;Brazilian Sign Language
hammer;instruments;assoc_action;handling;;Turkish Sign Language
hammer;instruments;assoc_action;handling;;Turkish Sign Language
hammer;instruments;form_similarity&assoc_action;object&handling;;Portuguese Sign Language
hammer;instruments;assoc_action;handling;;Czech Sign Language
hammer;instruments;assoc_action;handling;;Lithuanian Sign Language
hammer;instruments;assoc_action;handling;;Swedish Sign Language
hammer;instruments;assoc_action;handling;;Romanian Sign Language
hammer;instruments;assoc_action;handling;;Latvian Sign Language
hammer;instruments;assoc_action;handling;;Estonian Sign Language
hammer;instruments;assoc_action;handling;;Icelandic Sign Language
shovel;instruments;assoc_action;object;;Russian Sign Language
shovel;instruments;assoc_action;handling;;French Sign Language
shovel;instruments;assoc_action;handling;;British Sign Language
shovel;instruments;assoc_action;handling;;Spanish Sign Language
shovel;instruments;assoc_action&assoc_action;handling&object;;Italian Sign Language
shovel;instruments;assoc_action;handling;;German Sign Language
shovel;instruments;assoc_action;object;;Polish Sign Language
shovel;instruments;-&assoc_action;-&object;dactyl&;Brazilian Sign Language
shovel;instruments;assoc_action;handling;;Turkish Sign Language
shovel;instruments;assoc_action;handling;;Portuguese Sign Language
shovel;instruments;assoc_action;handling;;Czech Sign Language
shovel;instruments;?;object;;Lithuanian Sign Language
shovel;instruments;assoc_action;handling;;Swedish Sign Language
shovel;instruments;assoc_action;handling;;Greek Sign Language
shovel;instruments;assoc_action;object;;Latvian Sign Language
shovel;instruments;assoc_action;object;;Estonian Sign Language
shovel;instruments;assoc_action;handling;;Icelandic Sign Language
house;house;form_similarity;contour;;Russian Sign Language
house;house;form_similarity;contour;;French Sign Language
house;house;form_similarity;tracing;;American Sign Language
house;house;form_similarity;tracing;;British Sign Language
house;house;form_similarity;tracing;;Spanish Sign Language
house;house;form_similarity;tracing;;Italian Sign Language
house;house;form_similarity;tracing;;German Sign Language
house;house;form_similarity&-;contour&-;&nonicon;Polish Sign Language
house;house;form_similarity;contour;;Brazilian Sign Language
house;house;form_similarity;contour;;Turkish Sign Language
house;house;-;-;nonicon;Portuguese Sign Language
house;house;form_similarity;tracing;;Czech Sign Language
house;house;form_similarity;contour;;Lithuanian Sign Language
house;house;form_similarity;tracing;;Swedish Sign Language
house;house;form_similarity;contour;;Greek Sign Language
house;house;form_similarity;tracing;;Romanian Sign Language
house;house;form_similarity;contour;;Latvian Sign Language
house;house;form_similarity;tracing;;Estonian Sign Language
house;house;form_similarity;tracing;;Icelandic Sign Language
wardrobe;house;form_similarity;tracing;;Russian Sign Language
wardrobe;house;assoc_action;handling;;French Sign Language
wardrobe;house;form_similatrity&parts/wholes;tracing&object;;American Sign Language
wardrobe;house;assoc_action;handling;;British Sign Language
wardrobe;house;assoc_action;handling;;Spanish Sign Language
wardrobe;house;assoc_action;handling;;Italian Sign Language
wardrobe;house;form_similarity&form_similarity;tracing&tracing;;German Sign Language
wardrobe;house;form_similarity;tracing;;Polish Sign Language
wardrobe;house;-&assoc_action;-&obiect;nonicon&;Turkish Sign Language
wardrobe;house;form_similarity&assoc_action;tracing&handling;;Czech Sign Language
wardrobe;house;-&form_similarity;-&tracing;deixis&;Lithuanian Sign Language
wardrobe;house;form_similarity&assoc_action;tracing&handling;;Swedish Sign Language
wardrobe;house;form_similarity&?;tracing&?;&?;Greek Sign Language
wardrobe;house;form_similarity&assoc_action;tracing&handling;;Romanian Sign Language
wardrobe;house;form_similarity&form_similarity;?&tracing;;Latvian Sign Language
wardrobe;house;-&form_similarity;-&tracing;deixis&;Estonian Sign Language
wardrobe;house;form_similarity&assoc_action;tracing&handling;;Icelandic Sign Language
armchair;house;form_similarity&parts/wholes;object&tracing;;Russian Sign Language
armchair;house;assoc_action;handling;;French Sign Language
armchair;house;form_similarity&parts/wholes&assoc_action;object&tracing&handling;;American Sign Language
armchair;house;assoc_action;handling;;British Sign Language
armchair;house;assoc_action;handling;;Spanish Sign Language
armchair;house;assoc_action&property/holder;object&handling;;Italian Sign Language
armchair;house;assoc_action;object;;German Sign Language
armchair;house;form_similaruty;tracing;;Polish Sign Language
armchair;house;assoc_action&property/holder;object&handling;;Brazilian Sign Language
armchair;house;assoc_action;object;;Turkish Sign Language
armchair;house;parts/wholes;tracing;;Czech Sign Language
armchair;house;parts/wholes;tracing;;Lithuanian Sign Language
armchair;house;parts/wholes;tracing;;Swedish Sign Language
armchair;house;parts/wholes;tracing;;Swedish Sign Language
armchair;house;parts/wholes;tracing;;Romanian Sign Language
armchair;house;assoc_action&parts/wholes;object&tracing;;Latvian Sign Language
armchair;house;parts/wholes;tracing;;Estonian Sign Language
lamp;house;assoc_action;object;;Russian Sign Language
lamp;house;assoc_action;object;;French Sign Language
lamp;house;assoc_action;?;;American Sign Language
lamp;house;assoc_action;object;;British Sign Language
lamp;house;form_similarity&assoc_action;tracing&object;;Spanish Sign Language
lamp;house;assoc_action;handling;;Italian Sign Language
lamp;house;assoc_action;object;;German Sign Language
lamp;house;assoc_action;object;;Polish Sign Language
lamp;house;form_similarity&assoc_action;tracing&object;;Brazilian Sign Language
lamp;house;assoc_action;object;;Turkish Sign Language
lamp;house;assoc_action;object;;Portuguese Sign Language
lamp;house;assoc_action;object;;Czech Sign Language
lamp;house;assoc_action;object;;Lithuanian Sign Language
lamp;house;assoc_action;object;;Swedish Sign Language
lamp;house;assoc_action;object;;Greek Sign Language
lamp;house;assoc_action;object;;Romanian Sign Language
lamp;house;assoc_action;object;;Latvian Sign Language
lamp;house;assoc_action;object;;Estonian Sign Language
lamp;house;form_similarity&assoc_action;tracing&object;;Icelandic Sign Language
chair;house;form_similarity;object;;Russian Sign Language
chair;house;-;-;nonicon;French Sign Language
chair;house;assoc_action;?;;American Sign Language
chair;house;assoc_action;handling;;British Sign Language
chair;house;assoc_action;?;;Spanish Sign Language
chair;house;assoc_action;?;;Italian Sign Language
chair;house;assoc_action;object;;German Sign Language
chair;house;assoc_action;?;;Polish Sign Language
chair;house;assoc_action;object;;Brazilian Sign Language
chair;house;assoc_action;?;;Turkish Sign Language
chair;house;assoc_action;handling;;Portuguese Sign Language
chair;house;assoc_action;handling;;Czech Sign Language
chair;house;form_similarity;object;;Lithuanian Sign Language
chair;house;assoc_action;object;;Swedish Sign Language
chair;house;assoc_action;object;;Romanian Sign Language
chair;house;assoc_action;?;;Latvian Sign Language
chair;house;assoc_action;object;;Estonian Sign Language
chair;house;assoc_action;object;;Icelandic Sign Language
moon;nature;form_similarity;tracing;;Russian Sign Language
moon;nature;form_similarity;object;;French Sign Language
moon;nature;form_similarity;object;;American Sign Language
moon;nature;form_similarity;tracing;;British Sign Language
moon;nature;form_similarity;?;;Spanish Sign Language
moon;nature;form_similarity;?;;Italian Sign Language
moon;nature;form_similarity;tracing;;German Sign Language
moon;nature;form_similarity;tracing;;Polish Sign Language
moon;nature;form_similarity;tracing;;Brazilian Sign Language
moon;nature;-;-;dactyl;Brazilian Sign Language
moon;nature;form_similarity;object;;Turkish Sign Language
moon;nature;form_similarity;tracing;;Portuguese Sign Language
moon;nature;-;-;nonicon;Czech Sign Language
moon;nature;form_similarity;tracing;;Lithuanian Sign Language
moon;nature;form_similarity;tracing;;Swedish Sign Language
moon;nature;form_similarity;tracing;;Latvian Sign Language
moon;nature;form_similarity;tracing;;Estonian Sign Language
moon;nature;form_similarity;tracing;;Icelandic Sign Language
flower;nature;property/holder+assoc_action;object;;Russian Sign Language
flower;nature;property/holder+assoc_action;object;;French Sign Language
flower;nature;property/holder+assoc_action;object;;American Sign Language
flower;nature;property/holder+assoc_action;handling;;British Sign Language
flower;nature;property/holder+assoc_action;object;;Spanish Sign Language
flower;nature;property/holder+assoc_action;object;;Italian Sign Language
flower;nature;assoc_action;object;;German Sign Language
flower;nature;property/holder+assoc_action;object;;Polish Sign Language
flower;nature;property/holder;?;;Brazilian Sign Language
flower;nature;property/holder+assoc_action;object;;Turkish Sign Language
flower;nature;property/holder+assoc_action;object;;Portuguese Sign Language
flower;nature;property/holder+assoc_action;object;;Czech Sign Language
flower;nature;property/holder+assoc_action;object;;Lithuanian Sign Language
flower;nature;property/holder;object;;Swedish Sign Language
flower;nature;property/holder+assoc_action;object;;Romanian Sign Language
flower;nature;property/holder+assoc_action;object;;Latvian Sign Language
flower;nature;assoc_action;object;;Estonian Sign Language
flower;nature;assoc_action;object;;Icelandic Sign Language
sand;nature;assoc_action;handling;;Russian Sign Language
sand;nature;assoc_action;handling;;French Sign Language
sand;nature;assoc_action;handling;;American Sign Language
sand;nature;assoc_action;handling;;British Sign Language
sand;nature;assoc_action;handling;;Spanish Sign Language
sand;nature;assoc_action;handling;;Italian Sign Language
sand;nature;assoc_action;handling;;German Sign Language
sand;nature;assoc_action;handling;;Polish Sign Language
sand;nature;-&assoc_action;-&handling;dactyl&;Brazilian Sign Language
sand;nature;assoc_action;handling;;Turkish Sign Language
sand;nature;-;-;nonicon;Portuguese Sign Language
sand;nature;-;-;nonicon;Czech Sign Language
sand;nature;assoc_action;handling;;Lithuanian Sign Language
sand;nature;?;?;?;Swedish Sign Language
sand;nature;assoc_action;handling;;Greek Sign Language
sand;nature;assoc_action;handling;;Romanian Sign Language
sand;nature;assoc_action;handling;;Latvian Sign Language
sand;nature;assoc_action;handling;;Estonian Sign Language
sand;nature;assoc_action;handling;;Icelandic Sign Language
sea;nature;form_similarity;tracing;;Russian Sign Language
sea;nature;form_similarity;tracing;;French Sign Language
sea;nature;form_similarity;tracing;;American Sign Language
sea;nature;form_similarity;tracing;;British Sign Language
sea;nature;form_similarity;tracing;;Spanish Sign Language
sea;nature;form_similarity;tracing;;Italian Sign Language
sea;nature;form_similarity;tracing;;German Sign Language
sea;nature;-;-;nonicon;Polish Sign Language
sea;nature;-&form_similarity;-&tracing;nonicon&;Brazilian Sign Language
sea;nature;form_similarity;tracing;;Turkish Sign Language
sea;nature;form_similarity;tracing;;Turkish Sign Language
sea;nature;?;?;?;Portuguese Sign Language
sea;nature;-;-;nonicon;Czech Sign Language
sea;nature;-;-;nonicon;Lithuanian Sign Language
sea;nature;form_similarity;tracing;;Swedish Sign Language
sea;nature;assoc_action;handling;;Romanian Sign Language
sea;nature;form_similarity;tracing;;Latvian Sign Language
sea;nature;form_similarity;tracing;;Estonian Sign Language
sea;nature;form_similarity;tracing;;Icelandic Sign Language
car;transport;parts/wholes+assoc_action;handling;;Russian Sign Language
car;transport;parts/wholes+assoc_action;handling;;French Sign Language
car;transport;parts/wholes+assoc_action;handling;;American Sign Language
car;transport;parts/wholes+assoc_action;handling;;British Sign Language
car;transport;parts/wholes+assoc_action;handling;;Spanish Sign Language
car;transport;parts/wholes+assoc_action;handling;;Italian Sign Language
car;transport;parts/wholes+assoc_action;handling;;German Sign Language
car;transport;-;-;nonicon;Polish Sign Language
car;transport;assoc_action;object;;Polish Sign Language
car;transport;-;-;nonicon;Polish Sign Language
car;transport;parts/wholes+assoc_action;handling;;Brazilian Sign Language
car;transport;parts/wholes+assoc_action;handling;;Turkish Sign Language
car;transport;parts/wholes+assoc_action;handling;;Portuguese Sign Language
car;transport;?;handling;;Czech Sign Language
car;transport;parts/wholes+assoc_action;handling;;Lithuanian Sign Language
car;transport;parts/wholes+assoc_action;handling;;Swedish Sign Language
car;transport;parts/wholes+assoc_action&form_similarity;handling&tracing;;Romanian Sign Language
car;transport;parts/wholes+assoc_action;handling;;Latvian Sign Language
car;transport;-;-;nonicon;Estonian Sign Language
car;transport;parts/wholes+assoc_action;handling;;Icelandic Sign Language
plane;transport;assoc_action;object;;Russian Sign Language
plane;transport;assoc_action;object;;French Sign Language
plane;transport;assoc_action;object;;American Sign Language
plane;transport;assoc_action;object;;British Sign Language
plane;transport;assoc_action;object;;Spanish Sign Language
plane;transport;assoc_action;object;;Italian Sign Language
plane;transport;assoc_action;object;;German Sign Language
plane;transport;assoc_action;object;;Polish Sign Language
plane;transport;assoc_action;object;;Brazilian Sign Language
plane;transport;assoc_action;object;;Turkish Sign Language
plane;transport;assoc_action;object;;Portuguese Sign Language
plane;transport;parts/wholes;object;;Czech Sign Language
plane;transport;form_similarity;object;;Lithuanian Sign Language
plane;transport;assoc_action;object;;Swedish Sign Language
plane;transport;assoc_action;object;;Romanian Sign Language
plane;transport;parts/wholes;object;;Romanian Sign Language
plane;transport;assoc_action;object;;Latvian Sign Language
plane;transport;assoc_action;object;;Estonian Sign Language
plane;transport;assoc_action;object;;Icelandic Sign Language
train;transport;parts/wholes;object;;Russian Sign Language
train;transport;-;-;nonicon;French Sign Language
train;transport;?;?;?;American Sign Language
